Player,Pos,height_inches,season_end_year,Tm,MP,TRB%,ORB%,DRB%,TRB%_z,ORB%_z,DRB%_z,frontcourt_trb,is_sg,expected_combine_year,combine_player_name,combine_year,wingspan_inches,combine_year_gap,wingspan_minus_height
Dennis Smith Jr.,PG,74.0,2018,DAL,2049.0,7.0,2.6,11.8,0.1040302864516855,0.0695558922815502,0.1579317235312967,11.115262461402736,0,2017,,,,,
Denzel Valentine,SG,76.0,2017,CHI,976.0,8.3,1.2,15.6,0.4287810225912221,-0.5010280760149806,0.6784928196677033,12.3,1,2016,Denzel Valentine,2016.0,82.75,0.0,6.75
Deron Williams,PG,75.0,2006,UTA,2307.0,5.1,1.8,8.4,-0.5752678398190078,-0.4172818176784563,-0.4688292305964472,14.030802139037434,0,2005,Deron Williams,2005.0,78.25,0.0,3.25
Derrick Rose,PG,75.0,2009,CHI,3000.0,6.1,3.7,8.4,-0.0235608002337339,0.7010243911041113,-0.4862019444087666,15.52035010940919,0,2008,Derrick Rose,2008.0,80.0,0.0,5.0
Devin Booker,SG,77.0,2016,PHO,2108.0,4.8,1.4,8.4,-0.6988538265733641,-0.483889002124413,-0.5721152820987743,13.853977758768176,1,2015,Devin Booker,2015.0,80.25,0.0,3.25
Devonte' Graham,PG,73.0,2019,CHO,676.0,5.0,1.6,8.6,-0.5403588395381538,-0.433214766608363,-0.4214385202655382,11.846386255924171,0,2018,Devonte Graham,2018.0,78.25,0.0,5.25
Dion Waiters,SG,75.0,2013,CLE,1756.0,4.9,1.4,8.8,-0.2901466444020975,-0.398635584318384,-0.0896813528940886,15.288775288231456,1,2012,Dion Waiters,2012.0,79.25,0.0,4.25
Donald Sloan,PG,75.0,2012,3TM,669.0,5.7,3.0,8.6,-0.272137442133425,0.1904587598021596,-0.4332988721987418,,0,2011,,,,,
Donovan Mitchell,SG,74.0,2018,UTA,2638.0,6.4,2.3,10.4,-0.0718860968177377,-0.0438177010943342,-0.0871969258097286,16.521693121693122,1,2017,Donovan Mitchell,2017.0,82.0,0.0,8.0
Doron Lamb,SG,76.0,2013,2TM,577.0,4.4,1.5,7.4,-0.4567204640259623,-0.3566642125000754,-0.4018471135703359,13.625278919553727,1,2012,Doron Lamb,2012.0,78.75,0.0,2.75
Drake Powell,SG,77.0,2026,BRK,1320.0,4.9,1.8,8.4,-0.7091361212021398,-0.6117707903775041,-0.4712589788682725,11.805945945945949,1,2025,Drake Powell,2025.0,84.0,0.0,7.0
Duane Washington Jr.,PG,74.0,2022,IND,968.0,4.8,0.5,9.3,-0.6787447705282128,-0.936625272440369,-0.3546496282609536,13.437118126272912,0,2021,Duane Washington Jr.,2021.0,79.75,0.0,5.75
Dylan Harper,SG,77.0,2026,SAS,1558.0,8.1,3.8,12.1,0.3505152893480328,0.3118128724276507,0.2091434722758438,13.2601246105919,1,2025,Dylan Harper,2025.0,82.5,0.0,5.5
Elfrid Payton,PG,75.0,2015,ORL,2489.0,7.9,4.8,11.2,0.8235562545907517,1.2771993224267384,0.345389701150645,14.189111161627643,0,2014,Elfrid Payton,2014.0,80.0,0.0,5.0
Elie Okobo,PG,75.0,2019,PHO,958.0,5.7,1.4,10.1,-0.2741632986128566,-0.5564872611717184,-0.0988045267051578,17.445054945054945,0,2018,,,,,
Emmanuel Mudiay,PG,75.0,2016,DEN,2068.0,6.2,1.7,10.9,-0.0604866827260568,-0.2797222876804155,0.0845950070419665,18.443740881237233,0,2015,,,,,
Eric Bledsoe,PG,73.0,2011,LAC,1841.0,7.1,4.4,9.8,0.4081975610157321,0.9329717692274604,-0.069000128459386,17.766757123473543,0,2010,Eric Bledsoe,2010.0,79.5,0.0,6.5
Eric Gordon,SG,75.0,2009,LAC,2677.0,4.3,1.9,6.9,-0.9517674207627314,-0.322211490493501,-0.9952220306128908,15.2448801036941,1,2008,Eric Gordon,2008.0,81.0,0.0,6.0
Eric Maynor,PG,75.0,2010,2TM,1269.0,5.9,2.0,9.6,-0.1470944375071213,-0.2443769366496331,-0.1171557171694627,12.133846153846154,0,2009,Eric Maynor,2009.0,74.5,0.0,-0.5
Ethan Thompson,SG,76.0,2026,IND,653.0,5.7,2.8,8.9,-0.4442232685645966,-0.1499789589749267,-0.3793127016866351,10.9,1,2025,,,,,
Frank Jackson,PG,75.0,2019,NOP,1169.0,5.9,2.2,9.5,-0.1981074297770574,-0.0633972829182969,-0.2278581241293099,16.558157765801077,0,2018,Frank Jackson,2017.0,79.5,1.0,4.5
Frank Ntilikina,PG,76.0,2018,NYK,1706.0,5.8,2.4,9.1,-0.2478024800871613,-0.0060265033023727,-0.3148163859121095,18.99646856158484,0,2017,,,,,
Gary Harris,SG,76.0,2015,DEN,719.0,4.8,3.0,6.7,-0.6961011199517064,0.296761019034448,-0.9671716267514852,17.3,1,2014,Gary Harris,2014.0,78.75,0.0,2.75
Gary Neal,SG,76.0,2011,SAS,1685.0,6.8,1.5,11.8,0.2639910152437926,-0.4722497939733552,0.5378095118926637,18.56745501285347,1,2010,,,,,
George Hill,PG,76.0,2009,SAS,1270.0,7.4,2.9,11.9,0.6468106479260979,0.246252888171839,0.7015115900675234,15.868553459119498,0,2008,George Hill,2008.0,81.0,0.0,5.0
Goran DragiÄ,PG,76.0,2009,PHO,728.0,8.3,5.5,10.8,1.110913958190597,1.724260272701723,0.3282301935178324,14.190216889709276,0,2008,,,,,
Hamidou Diallo,SG,77.0,2019,OKC,526.0,9.5,7.2,12.0,1.170898209267327,3.018415081165586,0.309865198471324,11.48507858360159,1,2018,Hamidou Diallo,2018.0,83.5,0.0,6.5
Iman Shumpert,PG,77.0,2012,NYK,1705.0,6.3,2.8,9.9,0.0104668246974393,0.0964265492484075,-0.0218334568676402,15.701526082130965,0,2011,Iman Shumpert,2011.0,81.5,0.0,4.5
Immanuel Quickley,PG,74.0,2021,NYK,1243.0,6.0,2.2,9.7,-0.3887320060306354,-0.1455366126172607,-0.4278101745544813,14.553156146179402,0,2020,Immanuel Quickley,2020.0,80.25,0.0,6.25
Isaac Okoro,SG,76.0,2021,CLE,2173.0,5.3,3.4,7.3,-0.6729556586811757,0.4544797406997103,-1.0233505889631909,10.942205818497612,1,2020,,,,,
Isaiah Briscoe,PG,75.0,2019,ORL,559.0,7.1,0.9,13.4,0.2582277832377371,-0.8646684975801067,0.6109902591276791,15.99476958973362,0,2018,Isaiah Briscoe,2017.0,81.0,1.0,6.0
Isaiah Collier,PG,76.0,2025,UTA,1839.0,6.9,1.9,11.8,-0.1623233636277666,-0.5112273991014364,0.1259151067715578,18.960515021459223,0,2024,Isaiah Collier,2024.0,76.75,0.0,0.75
Isaiah Whitehead,PG,76.0,2017,BRK,1643.0,5.9,2.1,9.7,-0.1631209904559444,-0.0395716442202915,-0.1748897015932498,12.95271629778672,0,2016,Isaiah Whitehead,2016.0,80.75,0.0,4.75
JJ Redick,PG,75.0,2007,ORL,622.0,5.2,2.0,8.1,-0.4920084093026643,-0.4571511785393525,-0.4672735781150439,18.019611021069693,0,2006,JJ Redick,2006.0,75.25,0.0,0.25
Ja Morant,PG,74.0,2020,MEM,2074.0,6.6,2.6,10.4,-0.0086805287164324,0.2260538064457032,-0.1429948097152373,15.950245168733776,0,2019,,,,,
Ja'Kobe Walter,SG,76.0,2025,TOR,1103.0,7.8,5.6,10.1,0.1452862044060504,0.6651400983744631,-0.2620904800039905,14.718534031413611,1,2024,Ja'Kobe Walter,2024.0,82.0,0.0,6.0
Jabari Brown,SG,76.0,2015,LAL,568.0,3.5,0.6,6.7,-1.3333767931469307,-1.0104900521552724,-0.9671716267514852,17.19267635971998,1,2014,Jabari Brown,2014.0,80.25,0.0,4.25
Jaden Hardy,SG,75.0,2023,DAL,708.0,7.3,1.8,13.0,0.0272232217140258,-0.421422498220565,0.2584328708693726,14.620838548185231,1,2022,,,,,
Jaden Ivey,SG,75.0,2023,DET,2304.0,6.9,3.4,10.7,-0.1097398315316513,0.2639945534829979,-0.1803098407865339,12.686921133875948,1,2022,,,,,
Jahmai Mashack,SG,76.0,2026,MEM,673.0,6.5,3.6,9.5,-0.1793104159270534,0.2194545061471354,-0.2689771690686703,11.90925925925926,1,2025,,,,,
Jalen Brunson,PG,74.0,2019,DAL,1591.0,5.7,1.7,9.6,-0.2741632986128566,-0.3715785193266854,-0.2063491912252846,12.487926675094815,0,2018,Jalen Brunson,2018.0,76.0,0.0,2.0
Jalen Green,SG,76.0,2022,HOU,2138.0,5.8,1.7,10.0,-0.3184726196026803,-0.3585206712069272,-0.2025626155662073,14.631132530120482,1,2021,,,,,
Jalen Suggs,PG,77.0,2022,ORL,1307.0,6.9,2.1,11.7,0.0778267464154054,-0.1658191374624465,0.1667915581210337,17.507616974972798,0,2021,,,,,
Jalen Williams,SG,77.0,2023,OKC,2276.0,7.9,3.9,12.2,0.2326678015825422,0.4781873821403613,0.105826710293405,12.92493702770781,1,2022,Jalen Williams,2022.0,86.25,0.0,9.25
Jamal Murray,SG,76.0,2017,DEN,1764.0,6.7,2.6,10.7,0.0341796805597776,0.2167930401100912,-0.0302485962947832,19.577744451109776,1,2016,,,,,
Jamal Shead,PG,73.0,2025,TOR,1467.0,4.2,2.1,6.4,-1.085152067729218,-0.4476399668054418,-1.106573227691948,14.718534031413611,0,2024,Jamal Shead,2024.0,75.0,0.0,2.0
James Harden,SG,77.0,2010,OKC,1738.0,8.1,3.2,12.7,0.8561750109253563,0.4440775701954873,0.7600070778763057,10.437332775919732,1,2009,James Harden,2009.0,82.75,0.0,5.75
Jared McCain,SG,75.0,2025,PHI,592.0,5.4,2.4,8.6,-0.6750059770174619,-0.35225881836145,-0.6044483506882977,10.767172499225763,1,2024,Jared McCain,2024.0,75.5,0.0,0.5
Jarrett Jack,SG,75.0,2006,POR,1599.0,6.0,1.3,10.8,-0.180967618907043,-0.6375304233004662,0.1999584911218579,15.026776649746193,1,2005,Jarrett Jack,2005.0,79.5,0.0,4.5
Jase Richardson,SG,73.0,2026,ORL,587.0,6.0,4.0,8.1,-0.3448809488255179,0.4041712387081664,-0.5264267451772551,13.78659707724426,1,2025,Jase Richardson,2025.0,78.0,0.0,5.0
Javaris Crittenton,SG,77.0,2008,2TM,679.0,9.1,4.5,13.7,1.4067375993897602,0.9932223789742776,1.1059826837322158,14.538812687526791,1,2007,Javaris Crittenton,2007.0,77.5,0.0,0.5
Javon Small,PG,73.0,2026,MEM,830.0,8.3,4.6,12.2,0.416743502507419,0.6812463375497128,0.2275327277121712,11.90925925925926,0,2025,Javon Small,2025.0,76.75,0.0,3.75
Jaylen Clark,SG,77.0,2025,MIN,522.0,5.6,5.6,5.6,-0.6066482952321695,0.6651400983744631,-1.289164092056912,13.915610633619826,1,2024,Jaylen Clark,2023.0,81.0,1.0,4.0
Jeff Teague,PG,75.0,2010,ATL,719.0,5.4,0.8,10.2,-0.3751102212417754,-0.9328314434947532,0.0526177270329439,15.345223932820153,0,2009,Jeff Teague,2009.0,79.5,0.0,4.5
Jeremiah Fears,PG,75.0,2026,NOP,2112.0,7.7,3.0,12.4,0.2180588630292614,-0.0576205926944111,0.2643112385848264,12.865398550724638,0,2025,Jeremiah Fears,2025.0,77.25,0.0,2.25
Jerian Grant,PG,76.0,2016,NYK,1265.0,6.2,2.0,10.2,-0.0604866827260568,-0.0755555732364181,-0.0992838739174411,14.41612751992499,0,2015,Jerian Grant,2015.0,79.5,0.0,3.5
Jerryd Bayless,PG,75.0,2009,POR,655.0,5.4,1.5,9.4,-0.3845300415505659,-0.549597241959637,-0.1468552202726837,16.55682001614205,0,2008,Jerryd Bayless,2008.0,75.5,0.0,0.5
Jimmer Fredette,PG,74.0,2012,SAC,1135.0,3.5,1.6,5.7,-1.3083530871799285,-0.467766714074104,-1.3511832602450446,17.457138896589964,0,2011,,,,,
Jodie Meeks,SG,76.0,2010,2TM,719.0,7.9,1.4,14.9,0.764968697431495,-0.5886041900721933,1.3825097066184644,12.133846153846154,1,2009,Jodie Meeks,2009.0,76.5,0.0,0.5
John Jenkins,SG,76.0,2013,ATL,902.0,6.0,2.2,9.6,0.076315758770405,-0.0628646097719157,0.0886990817780523,14.664092664092664,1,2012,John Jenkins,2012.0,80.5,0.0,4.5
John Wall,PG,75.0,2011,WAS,2606.0,6.9,1.5,12.8,0.3120598638344394,-0.4722497939733552,0.8412143320686886,15.156494845360823,0,2010,John Wall,2010.0,81.25,0.0,6.25
Jordan Clarkson,PG,77.0,2015,LAL,1476.0,7.1,4.0,10.5,0.4313866095475364,0.8414489653634983,0.1412134945880915,17.19267635971998,0,2014,Jordan Clarkson,2014.0,80.0,0.0,3.0
Jordan Crawford,SG,76.0,2011,2TM,1027.0,5.9,3.4,8.6,-0.1686286220720261,0.4484126095030409,-0.4330859126706162,14.023762376237624,1,2010,Jordan Crawford,2010.0,79.0,0.0,3.0
Jordan Farmar,PG,74.0,2007,LAL,1090.0,6.4,2.4,10.3,0.1280838218343924,-0.2263882630565694,0.2545513635189115,15.083454317897372,0,2006,Jordan Farmar,2006.0,75.0,0.0,1.0
Jordan Hawkins,SG,77.0,2024,NOP,1160.0,7.1,2.8,11.3,-0.0678968732619044,-0.124156076332185,-0.0129300742581723,15.184874152952563,1,2023,Jordan Hawkins,2023.0,78.75,0.0,1.75
Jordan Poole,SG,76.0,2020,GSW,1274.0,5.0,0.7,9.6,-0.6690558454080342,-1.0518040746192632,-0.3347962311296875,10.189707927677327,1,2019,Jordan Poole,2019.0,78.75,0.0,2.75
Josh Christopher,SG,76.0,2022,HOU,1334.0,7.7,4.3,11.1,0.3660444671558313,0.8940392981321966,0.0364312615255368,14.631132530120482,1,2021,Josh Christopher,2021.0,81.25,0.0,5.25
Josh Hart,SG,77.0,2018,LAL,1461.0,9.6,3.1,16.0,0.8663346139525204,0.2585118812413574,0.8933176715543728,13.18050533652799,1,2017,Josh Hart,2017.0,80.25,0.0,3.25
Josh Okogie,SG,76.0,2019,MIN,1757.0,6.6,2.5,10.9,0.0680881111482392,0.1215114589267359,0.0732669365270451,17.80831954620657,1,2018,Josh Okogie,2018.0,84.0,0.0,8.0
Josh Richardson,SG,77.0,2016,MIA,1107.0,5.5,2.2,8.5,-0.3796702546497105,0.0605555697262469,-0.5458468705331446,16.424983403407833,1,2015,,,,,
JosÃ© CalderÃ³n,SG,75.0,2006,TOR,1487.0,5.8,2.4,9.5,-0.268589890220813,-0.1529834909320446,-0.1623015248088908,13.984330985915491,1,2005,,,,,
Jrue Holiday,PG,76.0,2010,PHI,1767.0,6.4,3.7,9.1,0.0809213462275327,0.7309336147142874,-0.2586335873381351,10.737640702386312,0,2009,Jrue Holiday,2009.0,79.0,0.0,3.0
Juan Carlos Navarro,SG,75.0,2008,MEM,2117.0,5.6,1.8,9.4,-0.3487987304469315,-0.3863006540694189,-0.1890137889481964,12.811384255194616,1,2007,,,,,
KJ Simpson,PG,74.0,2025,CHO,842.0,6.9,4.8,9.0,-0.1623233636277666,0.4107903691904849,-0.5131529185058157,12.371952337305222,0,2024,KJ Simpson,2024.0,76.5,0.0,2.5
Kam Jones,SG,76.0,2026,IND,616.0,5.3,2.6,8.1,-0.5766796948833683,-0.2423373252554421,-0.5264267451772551,10.9,1,2025,Kam Jones,2025.0,78.0,0.0,2.0
Kasparas JakuÄionis,PG,77.0,2026,MIA,945.0,7.6,4.7,10.5,0.1849447564495683,0.7274255206899707,-0.0850846147053956,18.193880560334232,0,2025,Kasparas Jakucionis,2025.0,79.75,0.0,2.75
Keaton Wallace,PG,75.0,2025,ATL,501.0,5.5,1.5,9.6,-0.6408271361248157,-0.6384022636934256,-0.3762097702320929,19.06074074074074,0,2024,,,,,
Kelenna Azubuike,SG,77.0,2007,GSW,669.0,7.7,4.2,11.4,0.7998504055662037,0.8120448566159549,0.6154638343358889,14.517949940405243,1,2006,,,,,
Kendall Marshall,PG,76.0,2013,PHO,702.0,3.4,0.6,6.3,-0.7898681032736921,-0.734406558864852,-0.6471202112445302,14.79310344827586,0,2012,Kendall Marshall,2012.0,77.5,0.0,1.5
Kendrick Nunn,PG,75.0,2020,MIA,1962.0,5.1,1.2,8.7,-0.6277823881148092,-0.7155256848653246,-0.5505728302209438,15.635996771589992,0,2019,,,,,
Kentavious Caldwell-Pope,SG,77.0,2014,DET,1583.0,5.4,2.5,8.6,-0.2549507941807691,-0.012124619366783,-0.4045490437484175,18.803861367489173,1,2013,Kentavious Caldwell-Pope,2013.0,80.0,0.0,3.0
Keon Johnson,SG,77.0,2022,2TM,697.0,6.3,3.7,9.1,-0.1383365441399142,0.6049869975154759,-0.3981030604594528,15.454367026496564,1,2021,Keon Johnson,2021.0,79.25,0.0,2.25
Keyonte George,PG,76.0,2024,UTA,2023.0,5.7,0.8,10.6,-0.4412860966945084,-0.545818222366021,-0.1393968279613948,15.183740929857564,0,2023,,,,,
Killian Hayes,PG,76.0,2021,DET,670.0,5.7,1.0,10.6,-0.5105421428808669,-0.7455529659342319,-0.2044825191512151,18.314895057549084,0,2020,,,,,
Kira Lewis Jr.,PG,73.0,2021,NOP,904.0,4.3,1.4,7.1,-1.0789894481819473,-0.545547514828575,-1.0729789568305832,14.27535114293583,0,2020,,,,,
Klay Thompson,SG,77.0,2012,GSW,1608.0,5.7,1.7,9.6,-0.272137442133425,-0.4207506087972281,-0.1167870142517408,13.836637931034485,1,2011,Klay Thompson,2011.0,81.0,0.0,4.0
Kobi Simmons,PG,77.0,2018,MEM,643.0,4.5,2.5,6.6,-0.6289546438375788,0.0317646944895887,-0.7525461168782263,12.934553944458097,0,2017,Kobi Simmons,2017.0,78.0,0.0,1.0
Kris Dunn,PG,75.0,2017,MIN,1333.0,7.3,2.1,12.6,0.1821551838215692,-0.0395716442202915,0.2445695037723034,16.972479324300544,0,2016,Kris Dunn,2016.0,81.5,0.0,6.5
Ky Bowman,PG,73.0,2020,GSW,1015.0,6.5,2.5,10.7,-0.0499539860096574,0.1587981284949154,-0.0710692766848188,10.189707927677327,0,2019,Ky Bowman,2019.0,79.0,0.0,6.0
Kyrie Irving,PG,74.0,2012,CLE,1558.0,7.0,3.1,11.2,0.3401718026667815,0.2374748650790356,0.3896319584634607,12.672111888111887,0,2011,Kyrie Irving,2011.0,76.0,0.0,2.0
Landry Shamet,SG,77.0,2019,2TM,1802.0,3.9,1.3,6.4,-0.958666118135049,-0.618123508453396,-0.894635044154096,9.88131970260223,1,2018,Landry Shamet,2018.0,78.75,0.0,1.75
Langston Galloway,PG,73.0,2015,NYK,1457.0,7.5,2.9,12.5,0.627471432069144,0.242292224401543,0.7245740847668163,11.7568359375,0,2014,,,,,
Lonzo Ball,PG,77.0,2018,LAL,1780.0,10.8,4.2,17.3,1.2181673804913675,0.6742150569529333,1.1209371316567536,13.18050533652799,0,2017,,,,,
Luke Kennard,SG,77.0,2018,DET,1463.0,6.6,1.6,11.9,-0.0132473023945968,-0.3083560856380642,0.1754409127699414,18.74217252396166,1,2017,Luke Kennard,2017.0,77.25,0.0,0.25
Luther Head,SG,75.0,2006,HOU,2310.0,6.8,1.7,11.6,0.1695214663480366,-0.4613315388028584,0.422887731694626,14.615760142666073,1,2005,Luther Head,2005.0,77.25,0.0,2.25
Malachi Flynn,PG,73.0,2021,TOR,928.0,6.9,1.1,13.0,-0.0233015954799407,-0.6955516031578176,0.3910578952574945,12.8642671292281,0,2020,,,,,
Malaki Branham,SG,76.0,2023,SAS,1550.0,6.4,1.9,11.2,-0.2809436480887481,-0.3785839324890924,-0.0849309904265542,10.151752577319588,1,2022,Malaki Branham,2022.0,82.0,0.0,6.0
Malcolm Brogdon,SG,76.0,2017,MIL,1982.0,6.3,2.8,9.6,-0.0644706549480834,0.3193389138422442,-0.1893538121230964,13.885609687411998,1,2016,Malcolm Brogdon,2016.0,82.5,0.0,6.5
Malcolm Delaney,PG,75.0,2017,ATL,1248.0,5.4,0.9,9.8,-0.2864339098407707,-0.6548468866132103,-0.1604255910634029,17.82562747688243,0,2016,,,,,
Malik Monk,SG,75.0,2018,CHO,854.0,4.2,1.0,7.5,-0.7169128354722905,-0.5351032723898329,-0.5949634137304242,16.72378608189752,1,2017,,,,,
Manny Harris,SG,77.0,2011,CLE,933.0,8.6,4.3,13.2,1.1292302898754305,0.8845158532550181,0.962576260139098,15.003074670571008,1,2010,Manny Harris,2010.0,79.25,0.0,2.25
MarShon Brooks,SG,77.0,2012,NJN,1648.0,7.0,4.8,9.4,0.3401718026667815,1.036748654785927,-0.1800893858411408,17.409249563699827,1,2011,Marshon Brooks,2011.0,85.0,0.0,8.0
Marcelo Huertas,PG,75.0,2016,LAL,869.0,5.6,2.2,9.2,-0.3340726015177601,0.0605555697262469,-0.3619679895737374,15.846829971181556,0,2015,,,,,
Marcus Sasser,PG,73.0,2024,DET,1351.0,5.2,0.9,9.6,-0.5746393907775813,-0.5247351150643292,-0.320063618965998,17.61971875,0,2023,Marcus Sasser,2023.0,79.0,0.0,6.0
Marcus Smart,PG,75.0,2015,BOS,1808.0,6.7,3.6,9.9,0.2353017870259291,0.6235737868318783,-0.0337946824655257,12.908032786885244,0,2014,Marcus Smart,2014.0,81.25,0.0,6.25
Marcus Thornton,SG,76.0,2010,NOH,1872.0,6.6,4.4,8.9,0.172127659721394,1.1325320770406078,-0.3152247354056038,14.851663846587703,1,2009,Marcus Thornton,2009.0,77.0,0.0,1.0
Marcus Williams,PG,75.0,2007,NJN,1315.0,7.3,2.6,11.9,0.5931529951871846,-0.1110068053151777,0.7795149574345152,10.789403973509932,0,2006,Marcus Williams,2006.0,79.0,0.0,4.0
Mario Chalmers,PG,74.0,2009,MIA,2626.0,5.2,1.7,8.8,-0.4876641104982324,-0.435904366226569,-0.3504632547543334,13.828386955570146,0,2008,,,,,
Markel Brown,SG,75.0,2015,BRK,781.0,7.7,2.3,13.0,0.7255138433299478,-0.0845205433958872,0.8704142323114975,15.297814207650273,1,2014,Markel Brown,2014.0,80.75,0.0,5.75
Matisse Thybulle,SG,77.0,2020,PHI,1287.0,4.6,3.8,5.4,-0.8341496745809348,1.0331219418551554,-1.34175369355555,11.685781041388516,1,2019,,,,,
Matthew Dellavedova,SG,75.0,2014,CLE,1271.0,5.4,2.5,8.5,-0.2549507941807691,-0.012124619366783,-0.4280967180061833,17.651843422849343,1,2013,,,,,
Max Christie,SG,77.0,2023,LAL,512.0,7.8,1.5,13.8,0.1984270382711226,-0.5499381954149831,0.4110390314453402,16.053343701399687,1,2022,Max Christie,2022.0,80.75,0.0,3.75
Mike Conley,PG,73.0,2008,MEM,1381.0,5.6,1.7,9.7,-0.3487987304469315,-0.437394099737704,-0.0986651978309586,12.811384255194616,0,2007,Mike Conley,2007.0,77.75,0.0,4.75
