Player,model_a_predicted_z,model_a_residual_z,model_a_residual_pct,model_b_predicted_z,model_b_residual_z,model_b_residual_pct,target
Jarrett Jack,0.006371720810583431,-0.18733933971762642,34.375,-0.0025889383597212726,-0.17837868054732173,33.75,TRB%
Jase Richardson,-0.2306624290418372,-0.1142185197836807,39.375,-0.2335203479327911,-0.11136060089272679,40.625,TRB%
Javaris Crittenton,0.09397700309432032,1.3127605962954398,98.75,-0.031043783878402904,1.4377813832681632,100.0,TRB%
Javon Small,-0.29604690769511993,0.7127904102025389,90.625,-0.29972415868420144,0.7164676611916204,90.625,TRB%
Jaylen Clark,0.08677448740030745,-0.6934227826324769,12.5,0.10509867820130632,-0.7117469734334758,10.625,TRB%
Jeff Teague,-0.17862110534311584,-0.19648911589865956,33.125,-0.1277898600721201,-0.2473203611696553,30.0,TRB%
Jeremiah Fears,-0.03275149893875945,0.25081036196802087,71.875,-0.08557602245355156,0.3036348854828129,75.625,TRB%
Jerian Grant,-0.04079016936975661,-0.01969651335630019,50.625,-0.020263493455684213,-0.040223189270372585,48.75,TRB%
Jerryd Bayless,-0.19655611615632618,-0.18797392539423974,33.75,-0.3072886713844077,-0.07724137016615823,44.375,TRB%
Jodie Meeks,0.04095378706320142,0.7240149103682936,91.25,-0.09467236423401357,0.8596410616655086,93.125,TRB%
John Jenkins,0.030889090504280195,0.045426668266124806,56.875,0.047313156858397744,0.029002601912007257,55.625,TRB%
John Wall,-0.013467909507332886,0.3255277733417723,76.25,0.08203026714313771,0.23002959669130169,71.875,TRB%
Jordan Clarkson,0.030141384128516233,0.40124522541902014,83.125,0.03708908390160537,0.394297525645931,80.0,TRB%
Jordan Crawford,0.048254306689078166,-0.21688292876110427,31.25,0.004373836882784851,-0.17300245895481098,35.0,TRB%
Jordan Farmar,-0.22494635092907064,0.35303017276346305,76.875,-0.33363998726882516,0.46172380910321753,83.75,TRB%
Jordan Hawkins,0.1289709457889742,-0.19686781905087858,31.874999999999996,0.046003803913821695,-0.11390067717572609,40.0,TRB%
Jordan Poole,0.10885596585202702,-0.7779118112600613,10.0,0.059710716826706534,-0.7287665622347408,9.375,TRB%
Josh Christopher,0.06859354711667195,0.2974509200391593,75.0,0.10918576952496856,0.2568586976308627,73.75,TRB%
Josh Hart,0.17551900635860734,0.6908156075939131,89.375,0.15263901047752382,0.7136956034749966,90.0,TRB%
Josh Okogie,0.07266777058805157,-0.004579659439812367,51.87500000000001,0.2107173950470514,-0.1426292838988122,38.125,TRB%
Jrue Holiday,0.04027645335764899,0.040644892869883716,55.625,0.04174771965491679,0.039173626572615916,57.49999999999999,TRB%
KJ Simpson,-0.21864910880425387,0.05632574517648728,57.49999999999999,-0.2582930073507182,0.09596964372295161,58.12500000000001,TRB%
Kam Jones,0.0446713267891525,-0.6213510216725209,15.0,-0.026995673517893032,-0.5496840213654753,15.0,TRB%
Kasparas JakuÄionis,-0.026035117894425027,0.21097987434399332,70.0,-0.02396629418864459,0.2089110506382129,70.625,TRB%
Kendall Marshall,-0.09334643048476808,-0.696521672788924,11.875,-0.1458931079489768,-0.6439749953247152,11.875,TRB%
Kentavious Caldwell-Pope,0.12852390922156373,-0.3834747034023328,22.5,0.08212762803029627,-0.3370784222110654,24.375,TRB%
Keon Johnson,0.08616443994168696,-0.22450098408160116,30.0,0.028914024303107775,-0.16725056844302197,36.875,TRB%
Klay Thompson,0.18151953971696538,-0.4536569818503904,20.0,0.1852321589189751,-0.4573696010524001,19.375,TRB%
Kobi Simmons,0.0016649571350959107,-0.6306196009726748,14.374999999999998,-0.0510078002962954,-0.5779468435412835,13.750000000000002,TRB%
Kris Dunn,-0.1421641888284119,0.3243193726499811,75.625,-0.023181961337376107,0.2053371451589453,70.0,TRB%
Ky Bowman,-0.26244736208691744,0.21249337607726004,71.25,-0.17508260254152325,0.12512861653186585,62.5,TRB%
Kyrie Irving,-0.15978826377659802,0.49996006644337954,85.0,-0.22979349531573062,0.569965297982512,86.875,TRB%
Landry Shamet,0.23877778265233032,-1.1974439007873794,1.875,0.15826338565043202,-1.116929503785481,1.875,TRB%
Luke Kennard,0.1187754512581677,-0.1320227536527645,36.875,-0.03577425712245352,0.02252695472785672,53.125,TRB%
Luther Head,0.0720780531266012,0.0974434132214354,60.0,-0.0356223941744056,0.2051438605224422,69.375,TRB%
Malaki Branham,0.13311784841338076,-0.41406149650212887,21.875,0.21019823734951806,-0.4911418854382662,18.125,TRB%
Malcolm Brogdon,0.13227374769432537,-0.19674440264240878,32.5,0.21558294961673796,-0.28005360456482137,29.375,TRB%
Manny Harris,0.11119637670036435,1.0180339131750662,94.375,0.051686596898394305,1.0775436929770361,95.0,TRB%
MarShon Brooks,0.14841834992224748,0.191753452744534,67.5,0.30392801761932864,0.03624378504745285,56.875,TRB%
Marcus Sasser,-0.30942068076586643,-0.2652187100117149,28.749999999999996,-0.24230342343086358,-0.3323359673467177,25.0,TRB%
Marcus Smart,-0.05948320893630648,0.29478499596223556,74.375,0.05161770054300502,0.18368408648292409,66.25,TRB%
Marcus Thornton,0.11287263478403965,0.059255024937354336,58.12500000000001,-0.024192441804155793,0.1963201015255498,67.5,TRB%
Marcus Williams,-0.08044528444334043,0.673598279630525,88.125,-0.048097663790609604,0.6412506589777942,88.75,TRB%
Markel Brown,-0.06715739588291883,0.7926712392128666,92.5,-0.015596549149967585,0.7411103924799154,91.25,TRB%
Max Christie,0.06403254290741384,0.13439449536370876,63.125,0.06799038213934247,0.13043665613178013,63.125,TRB%
Mike Conley,-0.2576185852117234,-0.09118014523520807,42.5,-0.23072737783987154,-0.11807135260705995,39.375,TRB%
Mike Taylor,-0.2541912110699329,0.43689854873153183,83.75,-0.18901350179889106,0.37172083946048995,78.75,TRB%
Monta Ellis,-0.05532446252004755,0.13722365755431415,63.74999999999999,-0.24444325622775598,0.32634245126202255,76.875,TRB%
Moses Moody,0.06515056925675247,0.12075782243631253,61.25000000000001,0.2262306896811154,-0.0403222979880504,48.125,TRB%
Nate Wolters,-0.03695611102856337,0.03723454291154197,55.00000000000001,-0.16690854662097204,0.16718697850395065,65.0,TRB%
Nickeil Alexander-Walker,0.09206085494629267,0.2707197319763011,73.125,0.12929032633658227,0.23349026058601152,72.5,TRB%
Nique Clifford,0.2442887140585352,0.2055688950285765,68.75,0.21235728770661066,0.23750032138050103,73.125,TRB%
Nolan Smith,-0.25243933668573104,0.12160402796773825,61.875,-0.24961619476502228,0.1187808860470295,60.62499999999999,TRB%
Nolan TraorÃ©,-0.09707615016733513,-0.7114022907738835,11.25,-0.02592373585215646,-0.7825547050890622,8.125,TRB%
Norman Powell,-0.06836646283201736,1.193418761536674,96.875,0.0646450475713567,1.0604072511333,94.375,TRB%
Norris Cole,-0.21302977118401906,-0.7185176268880902,10.625,-0.3545887587617934,-0.5769586393103158,14.374999999999998,TRB%
O.J. Mayo,0.31442172004229935,-0.33798252027603326,25.0,0.17808671649875882,-0.2016475167324927,33.125,TRB%
Ochai Agbaji,0.1583870825281855,-0.7817383637311273,9.375,0.2198373939239995,-0.8431886751269413,6.875000000000001,TRB%
Orlando Johnson,0.08976214147369554,1.2858294103628554,98.125,0.19558428730105934,1.1800072645354915,97.5,TRB%
Pelle Larsson,0.08274659937893489,-0.38178532657728703,23.125,0.03211161075704896,-0.33115033795540105,25.624999999999996,TRB%
Quentin Grimes,0.004337586640915894,-0.1066469156882766,40.625,-0.0010498457843544085,-0.1012594832630063,41.875,TRB%
Randy Foye,-0.0039855429245945284,0.3904411277327605,82.5,-0.045137546884405785,0.4315931316925718,82.5,TRB%
Rashad McCants,0.02789910821334167,-0.07743332014972977,43.125,0.11917616886959204,-0.16871038080598014,36.25,TRB%
Ray McCallum,-0.18823612331450912,-0.15952529852580477,36.25,-0.31485432351116305,-0.03290709832915084,49.375,TRB%
Raymond Felton,-0.15157225013558537,0.14584917385608248,64.375,-0.19499945029547833,0.18927637401597544,66.875,TRB%
Reed Sheppard,-0.2656039470415085,-0.06761362104948976,44.375,-0.35897913693639383,0.025761568845395544,55.00000000000001,TRB%
Rodney Stuckey,0.016663713054424933,0.3869102692857972,81.875,0.0032744282595675057,0.4002995540806546,81.25,TRB%
Ron Baker,0.02289953821414524,-0.11203277703919384,40.0,0.08905337433083953,-0.17818661315588813,34.375,TRB%
Russell Westbrook,0.10174947337486001,1.1638655882372357,96.25,0.11754360841349433,1.1480714531986014,96.875,TRB%
Semaj Christon,-0.12665507249439378,-0.2830917567312033,26.875,-0.1130661855230603,-0.2966806437025368,26.875,TRB%
Shaedon Sharpe,0.23036875049628325,-0.10042323884799934,41.25,0.33869972511945906,-0.20875421347117515,32.5,TRB%
Shelvin Mack,-0.15934920826147309,0.3582188775128223,78.125,-0.10643137609406758,0.3053010453454168,76.25,TRB%
Sindarius Thornwell,-0.020206940477819624,0.03627903529479343,54.37499999999999,0.0376522409739454,-0.0215801461569716,50.0,TRB%
Sion James,0.19733507402536443,0.384978961380519,81.25,0.09699566174510382,0.4853183736607796,85.0,TRB%
Stephen Curry,-0.02335652284034892,0.2866904960556046,73.75,-0.12728710853537553,0.39062108175063126,79.375,TRB%
T.J. McConnell,-0.2317063378719304,1.2199656771807352,97.5,-0.3564333434053881,1.344692682714193,98.75,TRB%
Terence Davis,0.07338215622127553,1.445055234911622,99.375,0.0989067217975724,1.4195306693353251,99.375,TRB%
ThÃ©o Maledon,0.037604385567238656,-0.34512963369771965,24.375,0.10812583452386235,-0.41565108265434336,21.875,TRB%
Tim Hardaway Jr.,0.19690032269889585,-0.8230936275178438,6.875000000000001,0.11545003323105867,-0.7416433380500065,8.75,TRB%
Toney Douglas,-0.22214881856355936,-0.06175508918435471,45.0,-0.21026248077987578,-0.0736414269680383,45.625,TRB%
Trae Young,-0.11665619071043087,0.07066049860497157,58.75,-0.24744983836056988,0.2014541462551106,68.125,TRB%
Tre Johnson,0.18402483811991177,-0.4295634672063511,20.625,0.2434035568180233,-0.4889421859044626,18.75,TRB%
Tre Mann,-0.009942616947944294,-0.09236671209941641,41.875,-0.12615721525129958,0.02384788620393888,53.75,TRB%
Tyler Dorsey,0.010440791837896327,0.21086708346007155,69.375,-0.10951564608896636,0.33082352138693427,77.5,TRB%
Tyler Herro,0.15445559942277473,0.5385126458456203,86.25,-0.07409259003990024,0.7670608353082953,91.875,TRB%
Tyrese Proctor,-0.12151581086489298,-0.05779460506216043,45.625,-0.10498678705859685,-0.07432362886845656,45.0,TRB%
VJ Edgecombe,0.2060165783694226,0.37629745703646084,80.0,0.16446629989146014,0.41784773551442334,81.875,TRB%
Victor Oladipo,-0.034606673104353364,0.26691167413619354,72.5,0.06027500333392216,0.17202999769791805,65.625,TRB%
Walter Clayton,-0.03360062163940578,-0.5430790732439625,16.25,-0.15604431926752232,-0.420635375615846,21.25,TRB%
Wayne Ellington,0.0358135303577177,0.04510781586981501,56.25,-0.041840484421435,0.1227618306489677,61.25000000000001,TRB%
Will Barton,0.08693643635435332,1.1220812958583328,95.625,0.12357564031234607,1.08544209190034,95.625,TRB%
Zach LaVine,0.08644221039102935,0.0017959597436942448,52.5,0.10159559538053596,-0.013357425245812363,51.24999999999999,TRB%
A.J. Price,-0.16206295801179388,-0.3691700231566393,28.749999999999996,-0.2678853427888165,-0.2633476383796167,35.0,ORB%
AJ Johnson,0.12389774187077619,-0.8258874378601965,4.375,0.13391730387976658,-0.8359069998691868,5.0,ORB%
Aaron Wiggins,0.17620781453665235,0.7178314835955443,90.0,0.23575677415164234,0.6582825239805543,88.125,ORB%
Acie Law,-0.08757358825476791,-0.4009139571512211,26.875,-0.07590874628015389,-0.4125787991258351,24.375,ORB%
Ajay Mitchell,0.05420519088704236,-0.12032056391651676,46.875,-0.04936447887798293,-0.016750894151491467,55.625,ORB%
Alec Burks,0.15650420958135625,1.8675826560189663,98.75,0.22476931501173397,1.7993175505885886,98.75,ORB%
Allan Ray,-0.08539793085401307,0.20515404102161838,68.125,0.00959706711294088,0.11015904305466442,65.625,ORB%
Allonzo Trier,0.12321245726361857,-0.18660974018191545,43.75,0.04652505528593077,-0.10992233820422767,50.625,ORB%
Andrew Nembhard,0.17982135405385447,-0.5584052865429469,18.125,0.0241070320080932,-0.4026909644971856,25.624999999999996,ORB%
Antonio Reeves,0.1321779529046638,-0.3254681905261273,32.5,0.10857345715378444,-0.30186369477524794,30.625000000000004,ORB%
Archie Goodwin,0.1170893438236551,0.3105390708379634,74.375,0.1783623379578977,0.2492660767037208,72.5,ORB%
Austin Reaves,0.19224976242374753,0.26821108478336775,71.875,0.05726062851839172,0.4032002186887236,76.875,ORB%
Austin Rivers,0.12070697024354302,-0.5613139263802354,17.5,0.06981386891498115,-0.5104208250516735,18.75,ORB%
Ayo Dosunmu,0.18062759082223498,-0.6836744123375227,9.375,0.2836461012137101,-0.7866929227289978,5.625,ORB%
Ben McLemore,0.11817095874588496,-0.09888464711063935,48.75,0.10021284305242026,-0.08092653141717465,52.5,ORB%
Bennedict Mathurin,0.26648945653816114,0.4258907542595638,78.125,0.25536160555049536,0.4370186052472296,78.75,ORB%
Blake Wesley,0.05379067753653273,-0.4323746100256251,25.0,0.13670942451400558,-0.515293357003098,17.5,ORB%
Bobby Brown,-0.16164738363724374,-0.27425698258932524,36.875,-0.23909743222440205,-0.19680693400216692,38.75,ORB%
Bradley Beal,0.15143953920314515,-0.004447289883518363,58.75,0.12866072674965556,0.018331522569971226,58.12500000000001,ORB%
Brandin Podziemski,0.16719246622808331,0.5098095349040199,81.25,0.010124688602076284,0.666877312530027,89.375,ORB%
Brandon Knight,-0.05238016585878389,-0.32135433766156807,33.75,-0.016839510406660645,-0.35689499311369133,26.875,ORB%
Bruce Brown,0.12936444651884646,0.6085094852246661,85.625,0.15826186699041642,0.5796120647530961,85.0,ORB%
Buddy Hield,0.16373605568085553,-0.25458063676722364,38.75,0.20835512513825327,-0.2991997062246214,31.25,ORB%
Cameron Payne,-0.17854728521678628,-0.2372861454262942,41.25,-0.0786026406596681,-0.3372307899834124,28.749999999999996,ORB%
Cason Wallace,0.06901750334495753,-0.02450872126360823,55.00000000000001,0.12204776301917301,-0.07753898093782371,54.37499999999999,ORB%
Cedric Coward,0.20932270856654206,0.8875362772454907,94.375,0.5148819133556782,0.5819770724563545,85.625,ORB%
Charles Jenkins,-0.08693598596743694,-0.6629273597679229,11.25,-0.014464995521405608,-0.7353983502139543,7.5,ORB%
Coby White,0.05151552342023152,-0.36350714058082995,30.0,-0.058300156800101616,-0.25369146036049683,36.25,ORB%
Collin Sexton,0.06489687935857912,-0.06665791499519862,52.5,0.0772031234254355,-0.078964159062055,53.75,ORB%
D'Angelo Russell,0.03259856889545458,0.02795700083079232,62.5,0.19922901080327696,-0.13867344107703006,46.875,ORB%
Daequan Cook,0.19653083344843764,-0.6850183788544266,8.75,0.1664462291084843,-0.6549337745144733,11.875,ORB%
Damian Lillard,0.03806778579292344,-0.3947319982929989,27.500000000000004,0.10649208152451936,-0.4631562940245948,19.375,ORB%
DantÃ© Exum,0.1443925924914559,-0.5557259036847731,18.75,0.2294374013276267,-0.640770712520944,12.5,ORB%
De'Aaron Fox,0.011247017508576613,-0.24402070756271793,40.0,0.003916071767289572,-0.23668976182143087,36.875,ORB%
De'Anthony Melton,-0.14935354847040772,0.4557737492421765,80.0,0.0016323817774038102,0.30478781899436497,75.0,ORB%
Dennis SchrÃ¶der,-0.25685852693863076,-0.0065535404443817225,58.12500000000001,-0.09424275219078784,-0.16916931519222464,42.5,ORB%
Denzel Valentine,0.08234847230206462,-0.5833765483170452,16.25,0.2371747788691534,-0.738202854884134,6.875000000000001,ORB%
Deron Williams,0.034915934815174424,-0.4521977524936307,23.125,0.009704125761477243,-0.4269859434399335,23.125,ORB%
Derrick Rose,0.09602709844155576,0.6049972926625555,85.0,0.15132379829303355,0.5497005928110777,83.125,ORB%
Devin Booker,0.25514314505510005,-0.739032147179513,6.875000000000001,0.20868930273680822,-0.6925783048612212,9.375,ORB%
Devonte' Graham,-0.25528944426045413,-0.17792532234790887,44.375,-0.17319332287974967,-0.26002144372861336,35.625,ORB%
Dion Waiters,0.07859286064349731,-0.47722844496188127,22.5,0.0482239913340971,-0.4468595756524811,20.625,ORB%
Donovan Mitchell,0.08186073491891906,-0.12567843601325326,46.25,0.22008611768000613,-0.2639038187743403,34.375,ORB%
Doron Lamb,0.04934187994047212,-0.40600609244054753,26.25,-0.016481309416575322,-0.3401829030835001,27.500000000000004,ORB%
Drake Powell,0.18530095397324775,-0.7970717443507519,5.0,0.3702803278640995,-0.9820511182416036,1.875,ORB%
Duane Washington Jr.,-0.15473024982398847,-0.7818950226163806,5.625,-0.03363837390608151,-0.9029868985342875,4.375,ORB%
Dylan Harper,0.20722939730285345,0.10458347512479726,65.0,0.29922985463176643,0.012583017795884277,57.49999999999999,ORB%
Elfrid Payton,0.050732901948191356,1.226466420478547,97.5,0.11972809955578922,1.1574712228709492,96.875,ORB%
Eric Bledsoe,-0.14914606273146178,1.0821178319589222,96.25,-0.0367143764048508,0.9696861456323111,95.0,ORB%
Eric Gordon,0.15779031305734584,-0.4800018035508469,21.875,0.20811592843654178,-0.5303274189300428,16.875,ORB%
Eric Maynor,-0.05628504782972511,-0.18809188881990796,42.5,-0.2663840329505236,0.02200709630089051,58.75,ORB%
Frank Jackson,-0.06047322820352659,-0.0029240547147703078,59.375,-0.001329228794477319,-0.06206805412381958,55.00000000000001,ORB%
Gary Harris,0.06522684210296989,0.23153417693147813,70.625,-0.014186483519326935,0.31094750255377496,75.625,ORB%
George Hill,0.021376782565722587,0.2248761056061164,70.0,0.12991437927026936,0.11633850890156963,66.875,ORB%
Hamidou Diallo,0.11666631561865765,2.901748765546928,100.0,0.28971380950842446,2.7287012716571613,99.375,ORB%
Iman Shumpert,0.13248513460424713,-0.036058585355839626,53.75,0.22640534474883156,-0.12997879550042407,47.5,ORB%
Immanuel Quickley,-0.12995586842548226,-0.015580744191778434,56.875,0.010624111741605734,-0.15616072435886644,45.0,ORB%
Isaiah Briscoe,-0.11351886781355958,-0.7511496297665471,6.25,0.04307024929371259,-0.9077387468738193,3.125,ORB%
Isaiah Collier,0.07341847455999849,-0.584645873661435,15.625,-0.07642894179481258,-0.43479845730662386,21.875,ORB%
Isaiah Whitehead,0.050558935756238294,-0.09013057997652979,50.0,0.14658463146029682,-0.18615627568058832,40.0,ORB%
JJ Redick,-0.10607757924249434,-0.35107359929685816,30.625000000000004,-0.2791817246140668,-0.17796945392528568,41.25,ORB%
Ja'Kobe Walter,0.0956891328941665,0.5694509654802966,82.5,0.19886586142325474,0.46627423695120834,80.0,ORB%
Jabari Brown,0.05212794739054036,-1.0626179995458127,1.25,0.060045046622090335,-1.0705350987773627,1.25,ORB%
Jalen Brunson,-0.10207573029828654,-0.26950278902839886,37.5,-0.20039341933402433,-0.17118509999266107,41.875,ORB%
Jalen Williams,0.26867035559466257,0.2095170265456987,68.75,0.5582764037286855,-0.0800890215883242,53.125,ORB%
Jamal Shead,-0.18436663608006273,-0.26327333072537906,38.125,-0.30815760752903554,-0.1394823592764063,46.25,ORB%
James Harden,0.21989902437724404,0.22417854581824329,69.375,0.3308405685627427,0.11323700163274464,66.25,ORB%
Jared McCain,-0.026068453484861517,-0.3261903648765885,31.874999999999996,-0.23114852560332982,-0.12111029275812019,49.375,ORB%
Jarrett Jack,0.06482336408843714,-0.7023537873889033,8.125,0.052249577789010584,-0.6897800010894768,10.0,ORB%
Jase Richardson,-0.17118192841491042,0.5753531671230768,83.125,-0.17519222059464007,0.5793634593028065,84.375,ORB%
Javaris Crittenton,0.1328779279242587,0.8603444510500189,93.75,-0.04255388222530131,1.0357762611995789,95.625,ORB%
Javon Small,-0.24197679828623872,0.9232231358359515,95.0,-0.24713679457973187,0.9283831321294447,94.375,ORB%
