Player,season_end_year,actual_z,predicted_z,residual_z,residual_pct,target
JJ Redick,2007,-0.4920084093026643,-0.14452993010890663,-0.3474784791937577,26.337448559670783,TRB%
Ja Morant,2020,-0.00868052871643242,-0.15846893656056552,0.1497884078441331,64.60905349794238,TRB%
Ja'Kobe Walter,2025,0.14528620440605042,0.046810760838147066,0.09847544356790336,61.31687242798354,TRB%
Jabari Brown,2015,-1.3333767931469307,0.010611378512569797,-1.3439881716595006,0.411522633744856,TRB%
Jaden Hardy,2023,0.027223221714025882,-0.0392055697719447,0.06642879148597058,59.67078189300411,TRB%
Jaden Ivey,2023,-0.10973983153165137,0.024930014279448763,-0.13466984581110014,42.38683127572017,TRB%
Jahmai Mashack,2026,-0.17931041592705346,0.05634394052334396,-0.23565435645039742,32.92181069958848,TRB%
Jalen Brunson,2019,-0.27416329861285665,-0.14529077732537643,-0.12887252128748022,42.79835390946502,TRB%
Jalen Green,2022,-0.31847261960268036,0.07900889863681995,-0.3974815182395003,23.456790123456788,TRB%
Jalen Suggs,2022,0.07782674641540542,0.03000288919183648,0.04782385722356894,56.37860082304527,TRB%
Jalen Williams,2023,0.23266780158254222,0.1717282253496758,0.060939576232866416,58.43621399176955,TRB%
Jamal Murray,2017,0.034179680559777686,0.027802482654887967,0.00637719790488972,53.086419753086425,TRB%
Jamal Shead,2025,-1.0851520677292181,-0.2418061994970644,-0.8433458682321537,5.761316872427984,TRB%
James Harden,2010,0.8561750109253563,0.17538521608217061,0.6807897948431857,88.06584362139918,TRB%
Jared McCain,2025,-0.6750059770174619,-0.011709021175546605,-0.6632969558419153,13.580246913580247,TRB%
Jarrett Jack,2006,-0.180967618907043,-0.015361210214562326,-0.16560640869248067,39.09465020576132,TRB%
Jase Richardson,2026,-0.34488094882551795,-0.18573747649827563,-0.15914347232724232,40.32921810699588,TRB%
Javaris Crittenton,2008,1.4067375993897602,0.1101389092934453,1.296598690096315,98.35390946502058,TRB%
Javon Small,2026,0.416743502507419,-0.2385719112208193,0.6553154137282383,86.41975308641975,TRB%
Jaylen Clark,2025,-0.6066482952321695,0.11037896931283074,-0.7170272645450002,10.699588477366255,TRB%
Jeff Teague,2010,-0.37511022124177545,-0.12004644047551952,-0.2550637807662559,30.864197530864196,TRB%
Jeremiah Fears,2026,0.2180588630292614,-0.057692854702579566,0.27575171773184093,72.8395061728395,TRB%
Jerian Grant,2016,-0.060486682726056826,-0.021168432453556065,-0.03931825027250076,50.617283950617285,TRB%
Jerryd Bayless,2009,-0.38453004155056597,-0.1317486400644064,-0.2527814014861596,31.275720164609055,TRB%
Jimmer Fredette,2012,-1.3083530871799285,-0.19917436426200888,-1.1091787229179195,2.4691358024691357,TRB%
Jodie Meeks,2010,0.764968697431495,0.0559355161297688,0.7090331813017262,88.88888888888889,TRB%
John Jenkins,2013,0.07631575877040503,0.041132760458157995,0.035182998312247034,55.55555555555556,TRB%
John Wall,2011,0.3120598638344394,-0.06110662933227565,0.373166493166715,79.42386831275721,TRB%
Jordan Clarkson,2015,0.4313866095475364,0.0376810898637918,0.39370551968374456,81.89300411522635,TRB%
Jordan Crawford,2011,-0.1686286220720261,0.05009182053825549,-0.21872044261028162,34.15637860082305,TRB%
Jordan Farmar,2007,0.1280838218343924,-0.18143284794457074,0.30951666977896314,76.13168724279835,TRB%
Jordan Hawkins,2024,-0.06789687326190444,0.11957393958432452,-0.18747081284622896,38.2716049382716,TRB%
Jordan Poole,2020,-0.6690558454080342,0.08847635564767958,-0.7575322010557137,8.641975308641975,TRB%
Josh Christopher,2022,0.3660444671558313,0.054543639251325875,0.3115008279045054,76.5432098765432,TRB%
Josh Hart,2018,0.8663346139525204,0.1448706288662796,0.7214639850862408,89.30041152263375,TRB%
Josh Okogie,2019,0.06808811114823926,0.04183534467267594,0.02625276647556332,54.73251028806584,TRB%
Josh Richardson,2016,-0.3796702546497105,0.10797690050925021,-0.48764715515896073,18.106995884773664,TRB%
JosÃ© CalderÃ³n,2006,-0.268589890220813,-0.010376441627289068,-0.2582134485935239,30.45267489711934,TRB%
Jrue Holiday,2010,0.08092134622753272,0.02372311151373415,0.05719823471379857,58.0246913580247,TRB%
Juan Carlos Navarro,2008,-0.3487987304469315,0.01823764277803997,-0.36703637322497146,25.102880658436217,TRB%
KJ Simpson,2025,-0.1623233636277666,-0.16714869387667364,0.00482533024890705,52.674897119341566,TRB%
Kam Jones,2026,-0.5766796948833683,0.06273513957962579,-0.6394148344629942,13.991769547325102,TRB%
Kasparas JakuÄionis,2026,0.18494475644956831,0.013462239990370687,0.17148251645919763,66.2551440329218,TRB%
Keaton Wallace,2025,-0.6408271361248157,-0.15659416037356888,-0.4842329757512468,18.930041152263374,TRB%
Kelenna Azubuike,2007,0.7998504055662037,0.11000258368899171,0.6898478218772119,88.47736625514403,TRB%
Kendall Marshall,2013,-0.7898681032736921,-0.041335281704265356,-0.7485328215694267,9.465020576131687,TRB%
Kendrick Nunn,2020,-0.6277823881148092,-0.08456371220342493,-0.5432186759113843,15.637860082304528,TRB%
Kentavious Caldwell-Pope,2014,-0.25495079418076916,0.10330865465510573,-0.3582594488358749,25.925925925925924,TRB%
Keon Johnson,2022,-0.1383365441399142,0.10331539297323701,-0.2416519371131512,32.098765432098766,TRB%
Keyonte George,2024,-0.4412860966945084,-0.004283081231568029,-0.4370030154629404,21.39917695473251,TRB%
Killian Hayes,2021,-0.5105421428808669,-0.070663421614795,-0.43987872126607186,20.98765432098765,TRB%
Kira Lewis Jr.,2021,-1.0789894481819473,-0.25536984438610744,-0.8236196037958399,6.584362139917696,TRB%
Klay Thompson,2012,-0.272137442133425,0.1440611465484592,-0.4161985886818842,21.810699588477366,TRB%
Kobi Simmons,2018,-0.6289546438375788,0.04661606957600032,-0.6755707134135791,12.345679012345679,TRB%
Kris Dunn,2017,0.1821551838215692,-0.11446401516603999,0.2966191989876092,74.07407407407408,TRB%
Ky Bowman,2020,-0.0499539860096574,-0.21909813776858014,0.16914415175892275,65.84362139917695,TRB%
Kyrie Irving,2012,0.3401718026667815,-0.14777784731303192,0.4879496499798134,84.36213991769547,TRB%
Landry Shamet,2019,-0.958666118135049,0.1818092323457422,-1.1404753504807912,1.646090534979424,TRB%
Langston Galloway,2015,0.627471432069144,-0.21826548061888015,0.8457369126880242,90.94650205761316,TRB%
Lonzo Ball,2018,1.2181673804913675,0.07923414182123055,1.138933238670137,95.47325102880659,TRB%
Luke Kennard,2018,-0.013247302394596837,0.10015378823514136,-0.11340109062973819,45.267489711934154,TRB%
Luther Head,2006,0.16952146634803664,0.009583259333961522,0.15993820701407513,65.4320987654321,TRB%
Malachi Flynn,2021,-0.023301595479940748,-0.24327871883737887,0.21997712335743813,69.54732510288066,TRB%
Malaki Branham,2023,-0.28094364808874817,0.09718046094486907,-0.37812410903361726,24.279835390946502,TRB%
Malcolm Brogdon,2017,-0.06447065494808346,0.08026420852242092,-0.14473486347050438,41.1522633744856,TRB%
Malcolm Delaney,2017,-0.2864339098407707,-0.12391932222573197,-0.16251458761503873,39.91769547325103,TRB%
Malik Monk,2018,-0.7169128354722905,-0.051693975102566014,-0.6652188603697244,13.168724279835391,TRB%
Manny Harris,2011,1.1292302898754303,0.11413015070202659,1.0151001391734038,93.4156378600823,TRB%
MarShon Brooks,2012,0.3401718026667815,0.11651476682928642,0.22365703583749508,69.95884773662551,TRB%
Marcelo Huertas,2016,-0.33407260151776014,-0.11952052128837533,-0.21455208022938482,35.390946502057616,TRB%
Marcus Sasser,2024,-0.5746393907775813,-0.26869382520380247,-0.30594556557377883,27.983539094650205,TRB%
Marcus Smart,2015,0.23530178702592916,-0.06728665427122592,0.30258844129715506,74.8971193415638,TRB%
Marcus Thornton,2010,0.17212765972139402,0.069139144971422,0.10298851474997202,61.72839506172839,TRB%
Marcus Williams,2007,0.5931529951871846,-0.06523100813899615,0.6583840033261807,86.83127572016461,TRB%
Mario Chalmers,2009,-0.48766411049823244,-0.12458853879861227,-0.3630755716996202,25.514403292181072,TRB%
Markel Brown,2015,0.7255138433299478,-0.04243463989777635,0.7679484832277241,90.12345679012346,TRB%
Matisse Thybulle,2020,-0.8341496745809348,0.1516101265378714,-0.9857598011188062,3.7037037037037033,TRB%
Matthew Dellavedova,2014,-0.25495079418076916,-0.046476813292046684,-0.2084739808887225,36.21399176954733,TRB%
Max Christie,2023,0.19842703827112268,0.09286351053616207,0.10556352773496061,62.55144032921811,TRB%
Mike Conley,2008,-0.3487987304469315,-0.22906842152669582,-0.11973030892023567,44.8559670781893,TRB%
Mike Taylor,2009,0.18270733766159897,-0.19243949499930418,0.37514683266090315,80.24691358024691,TRB%
MiloÅ¡ TeodosiÄ,2018,-0.15984428845244972,-0.009851121579303799,-0.14999316687314593,40.74074074074074,TRB%
Monta Ellis,2006,0.08189919503426663,-0.03707555192762854,0.11897474696189517,63.37448559670782,TRB%
Moses Moody,2022,0.18590839169306508,0.090169116234639,0.09573927545842609,60.90534979423868,TRB%
Nando De Colo,2013,0.9758143847392748,0.09732099200693603,0.8784933927323388,91.35802469135803,TRB%
Nate Wolters,2014,0.0002784318829786033,-0.01980739548370099,0.020085827366679593,53.49794238683128,TRB%
Nick Smith Jr.,2024,-0.49462741432773766,-0.11752870249279318,-0.3770987118349445,24.691358024691358,TRB%
Nickeil Alexander-Walker,2020,0.36278058692259385,0.1119420554025615,0.2508385315200323,72.0164609053498,TRB%
Nique Clifford,2026,0.44985760908711175,0.18313515996152585,0.2667224491255859,72.42798353909465,TRB%
Nolan Smith,2012,-0.13083530871799282,-0.1824084714621967,0.05157316274420387,56.79012345679012,TRB%
Nolan TraorÃ©,2026,-0.8084784409412187,-0.0756062373533186,-0.7328722035879001,9.876543209876543,TRB%
Norman Powell,2016,1.1250522987046567,-0.04127907996808787,1.1663313786727445,96.29629629629629,TRB%
Norris Cole,2012,-0.9315473980721092,-0.17845330392783773,-0.7530940941442714,9.053497942386832,TRB%
O.J. Mayo,2009,-0.023560800233733994,0.19173605536559613,-0.21529685559933012,34.97942386831276,TRB%
Ochai Agbaji,2023,-0.6233512812029418,0.14087294486227664,-0.7642242260652184,8.23045267489712,TRB%
Orien Greene,2006,0.34476600897557663,-0.007488723905473286,0.3522547328810499,76.95473251028807,TRB%
Orlando Johnson,2013,1.375591551836551,0.1090802171690666,1.2665113346674843,97.94238683127571,TRB%
Pablo Prigioni,2013,0.27620434231904273,-0.0976489006472511,0.37385324296629385,79.83539094650206,TRB%
Patrick Beverley,2013,0.9758143847392748,-0.2345879959953428,1.2104023807346176,97.11934156378601,TRB%
Payton Pritchard,2021,-0.023301595479940748,-0.1680731445417177,0.14477154906177697,64.19753086419753,TRB%
Pelle Larsson,2025,-0.2990387271983521,0.0974287245207971,-0.3964674517191492,23.868312757201647,TRB%
Quentin Grimes,2022,-0.10230932904736076,0.02460802702716526,-0.12691735607452603,43.20987654320987,TRB%
R.J. Hampton,2021,1.5196268046229913,0.02795517340162855,1.4916716312213627,99.1769547325103,TRB%
Rajon Rondo,2007,1.7299887522717885,-0.23414040978685582,1.9641291620586443,100.0,TRB%
Randy Foye,2007,0.386455584808166,-0.01531245489164571,0.40176803969981173,82.71604938271605,TRB%
Rashad McCants,2006,-0.04953421193638818,0.02147490654848362,-0.07100911848487179,48.148148148148145,TRB%
Raul Neto,2016,-0.7444514797053146,-0.18815995543018602,-0.5562915242751285,14.814814814814813,TRB%
Ray McCallum,2014,-0.3477614218403139,-0.1343073186574794,-0.21345410318283448,35.80246913580247,TRB%
Raymond Felton,2006,-0.00572307627950298,-0.18420036992474756,0.1784772936452446,67.07818930041152,TRB%
Reed Sheppard,2025,-0.33321756809099834,-0.1970165536281887,-0.13620101446280963,41.9753086419753,TRB%
Reggie Jackson,2012,-0.13083530871799282,-0.19798805748437756,0.06715274876638475,60.08230452674898,TRB%
Ricky Rubio,2012,0.19886966925134927,-0.18162218377914457,0.3804918530304938,80.65843621399176,TRB%
Rob Dillingham,2025,-0.6750059770174619,-0.1894968790480434,-0.4855090979694185,18.51851851851852,TRB%
Rodney McGruder,2017,0.15749259994460402,0.049456963662363025,0.108035636282241,62.96296296296296,TRB%
Rodney Stuckey,2008,0.4035739823402221,0.04193807103446928,0.36163591130575284,77.77777777777779,TRB%
Roko UkiÄ,2009,-0.642365213919732,0.05366357579491149,-0.6960287897146435,11.934156378600823,TRB%
Ron Baker,2017,-0.08913323882504864,0.036540111410200415,-0.12567335023524906,43.62139917695473,TRB%
Russell Westbrook,2009,1.2656150616120958,0.038189178353203325,1.2274258832588925,97.53086419753086,TRB%
Saben Lee,2021,-0.023301595479940748,-0.21685228688009603,0.1935506914001553,67.90123456790124,TRB%
Salim Stoudamire,2006,-0.35621216153458296,-0.15992435990479342,-0.19628780162978954,37.4485596707819,TRB%
Scoot Henderson,2024,-0.3079328026114355,-0.06422596647825807,-0.24370683613317745,31.68724279835391,TRB%
Semaj Christon,2017,-0.4097468292255971,-0.08871911784614107,-0.321027711379456,27.572016460905353,TRB%
Sergio RodrÃ­guez,2007,0.23143252702390146,-0.13517711748264624,0.3666096445065477,78.60082304526749,TRB%
Shaedon Sharpe,2023,0.1299455116482839,0.17605891065334228,-0.04611339900505837,50.20576131687243,TRB%
Shelvin Mack,2012,0.19886966925134927,-0.10714199531249308,0.3060116645638423,75.7201646090535,TRB%
Sindarius Thornwell,2018,0.016072094816973893,-0.008621465730887137,0.02469356054786103,54.32098765432099,TRB%
Sion James,2026,0.5823140354058834,0.14766274666760826,0.4346512887382752,83.53909465020575,TRB%
Stephen Curry,2010,0.26333397321525576,-0.09078012762990856,0.3541141008451643,77.36625514403292,TRB%
Sterling Brown,2018,1.2181673804913675,0.10367559599470694,1.1144917844966606,95.06172839506173,TRB%
T.J. McConnell,2016,0.9882593393088049,-0.2171472724789774,1.2054066117877824,96.70781893004116,TRB%
Terence Davis,2020,1.5184373911328974,0.06301355739997838,1.455423833732919,98.76543209876543,TRB%
ThÃ©o Maledon,2021,-0.307525248130481,0.021207099193282723,-0.3287323473237637,26.74897119341564,TRB%
Tim Hardaway Jr.,2014,-0.6261933048189479,0.1461168517777857,-0.7723101565967335,7.4074074074074066,TRB%
Toney Douglas,2010,-0.28390390774791413,-0.1791190956884104,-0.10478481205950374,45.67901234567901,TRB%
Trae Young,2019,-0.04599569210545938,-0.14939638457977564,0.10340069247431626,62.139917695473244,TRB%
Tre Johnson,2026,-0.2455386290864393,0.15223955724645322,-0.3977781863328925,23.045267489711936,TRB%
Tre Mann,2022,-0.10230932904736076,-0.0007371973576829842,-0.10157213168967777,46.09053497942387,TRB%
Tyler Dorsey,2018,0.22130787529796797,0.022336867283548376,0.19897100801441958,68.72427983539094,TRB%
Tyler Herro,2020,0.6929682452683951,0.1265313338566119,0.5664369114117832,85.18518518518519,TRB%
Tyler Johnson,2015,0.921598665851555,-0.06696518986130157,0.9885638557128567,93.00411522633745,TRB%
Tyrese Haliburton,2021,-0.5917489007810213,0.08187951815085519,-0.6736284189318764,12.757201646090536,TRB%
Tyrese Maxey,2021,-0.34812862708055836,-0.10703371119533525,-0.2410949158852231,32.510288065843625,TRB%
Tyrese Proctor,2026,-0.17931041592705346,-0.05759038779572838,-0.12172002813132508,44.44444444444444,TRB%
Tyrone Wallace,2018,0.04539149202854437,-0.01846264944758095,0.06385414147612531,58.8477366255144,TRB%
VJ Edgecombe,2026,0.5823140354058834,0.1141646504708474,0.46814938493503605,83.9506172839506,TRB%
Vasilije MiciÄ,2024,-0.8413459789437272,-0.07253704083244528,-0.7688089381112819,7.818930041152264,TRB%
Victor Oladipo,2014,0.23230500103184026,-0.0732601598875497,0.30556516091938996,75.30864197530865,TRB%
Walter Clayton,2026,-0.5766796948833683,-0.020967245341629945,-0.5557124495417384,15.22633744855967,TRB%
Wayne Ellington,2010,0.08092134622753272,0.026873726735432188,0.05404761949210053,57.20164609053497,TRB%
Wesley Matthews,2010,-0.28390390774791413,0.13010611701769886,-0.414010024765613,22.22222222222222,TRB%
Will Barton,2013,1.209017732212686,0.09651144856680985,1.1125062836458761,94.65020576131687,TRB%
Will Richard,2026,-0.013739883028588955,0.010757910860557357,-0.024497793889146312,51.028806584362144,TRB%
Zach LaVine,2015,0.08823817013472365,0.06594793066680882,0.022290239467914835,53.90946502057613,TRB%
Å arÅ«nas JasikeviÄius,2006,-0.3124010258776978,-0.04004084906107124,-0.27236017681662655,30.04115226337449,TRB%
A.J. Price,2010,-0.5312329811684332,-0.1373150588152419,-0.39391792235319134,28.39506172839506,ORB%
AJ Johnson,2025,-0.7019896959894203,0.2127007681836747,-0.914690464173095,2.05761316872428,ORB%
Aaron Wiggins,2022,0.8940392981321966,0.21087720068633323,0.6831620974458634,89.30041152263375,ORB%
Acie Law,2008,-0.488487545405989,-0.05189462240193719,-0.4365929230040518,24.279835390946502,ORB%
Ajay Mitchell,2025,-0.06611537302947447,0.07419005477695215,-0.14030542780642663,46.50205761316872,ORB%
Alec Burks,2012,2.0240868656003226,0.18051923383269322,1.8435676317676293,98.76543209876543,ORB%
Alex Caruso,2018,0.18292948565743444,0.1320412719571003,0.05088821370033414,61.72839506172839,ORB%
Allan Ray,2007,0.11975611016760536,-0.09089314995442177,0.21064926012202712,69.1358024691358,ORB%
Allonzo Trier,2019,-0.06339728291829697,0.13357157923553817,-0.19696886215383513,43.20987654320987,ORB%
Andrew Nembhard,2023,-0.3785839324890924,0.1300024078843636,-0.508586340373456,18.930041152263374,ORB%
Anthony Edwards,2021,0.10447020126481063,0.15310158271637717,-0.048631381451566535,52.674897119341566,ORB%
Anthony Morrow,2009,1.7811067105682572,0.19712758287763094,1.5839791276906263,97.94238683127571,ORB%
Antonio Reeves,2025,-0.19329023762146358,0.1735483370862642,-0.36683857470772774,30.45267489711934,ORB%
Archie Goodwin,2014,0.4276284146616185,0.19507875543149117,0.23254965923012733,70.37037037037037,ORB%
Armoni Brooks,2021,-0.24553933817008933,-0.007167134438323557,-0.23837220373176576,40.32921810699588,ORB%
Arron Afflalo,2008,0.9421289333059928,0.18536095219995405,0.7567679811060387,91.35802469135803,ORB%
Austin Reaves,2022,0.46046084720711533,0.22951686302185761,0.23094398418525772,69.95884773662551,ORB%
Austin Rivers,2013,-0.44060695613669243,0.12596833723050363,-0.566575293367196,14.814814814814813,ORB%
Ayo Dosunmu,2022,-0.5030468215152877,0.14581424403919516,-0.6488610655544829,9.465020576131687,ORB%
Ben McLemore,2014,0.01928631163524565,0.029593600294259916,-0.010307288659014265,56.37860082304527,ORB%
Bennedict Mathurin,2023,0.6923802107977249,0.22414564402729326,0.4682345667704317,81.48148148148148,ORB%
Blake Wesley,2023,-0.3785839324890924,0.11716145104742695,-0.4957453835365193,20.16460905349794,ORB%
Bobby Brown,2009,-0.435904366226569,-0.10281900564688767,-0.3330853605796813,32.510288065843625,ORB%
Bogdan BogdanoviÄ,2018,-0.3083560856380642,0.22788978726442483,-0.536245872902489,16.46090534979424,ORB%
Bones Hyland,2022,-0.599397588387528,-0.08170948133183917,-0.5176881070556888,17.695473251028808,ORB%
Bradley Beal,2013,0.1469922493196268,0.12047345327438083,0.026518796045245957,60.49382716049383,ORB%
Brandin Podziemski,2024,0.6770020011321033,0.14875092378184238,0.5282510773502609,83.9506172839506,ORB%
Brandon Jennings,2010,-0.2443769366496331,-0.17996648235957907,-0.06441045429005401,50.617283950617285,ORB%
Brandon Knight,2012,-0.37373450352035203,-0.10249457728179552,-0.27123992623855653,37.86008230452675,ORB%
Brandon Paul,2018,-0.49731207459787147,0.07767492284503641,-0.5749869974429078,13.991769547325102,ORB%
Brian Roberts,2013,-0.3566642125000754,-0.1975931145631851,-0.1590710979368903,44.8559670781893,ORB%
Bruce Brown,2019,0.7378739317435126,0.09010893140728325,0.6477650003362293,88.47736625514403,ORB%
Bub Carrington,2025,-0.6701959798414229,0.10110932209061538,-0.7713053019320383,5.349794238683128,ORB%
Buddy Hield,2017,-0.09084458108636814,0.1251031838382683,-0.21594776492463644,42.79835390946502,ORB%
C.J. Williams,2018,-0.19498249226217998,0.13619778813983788,-0.33118028040201786,32.92181069958848,ORB%
Caleb Love,2026,-0.24233732525544213,0.010415635872087055,-0.2527529611275292,38.68312757201646,ORB%
Cam Thomas,2022,-0.4548714380791675,0.04233842692751691,-0.4972098650066844,19.34156378600823,ORB%
Cameron Payne,2016,-0.4158334306430805,-0.12965405535226424,-0.2861793752908163,35.80246913580247,ORB%
Cason Wallace,2024,0.04450878208134939,0.054102283560456474,-0.009593501479107085,56.79012345679012,ORB%
Cedric Coward,2026,1.0968589858120328,0.22553280041193083,0.871326185400102,93.82716049382715,ORB%
Charles Jenkins,2012,-0.7498633457353598,-0.04009795501509782,-0.709765390720262,6.995884773662551,ORB%
Chris Duarte,2022,0.21958393002651455,0.2143230798825205,0.00526085014399405,58.0246913580247,ORB%
Coby White,2020,-0.3119916171605984,0.09026904354893742,-0.4022606607095358,27.983539094650205,ORB%
Cole Anthony,2021,0.2544742895940533,-0.10891321314184568,0.36338750273589904,78.18930041152264,ORB%
Collin Sexton,2019,-0.0017610356366195197,-0.013085645328847898,0.011324609692228378,59.25925925925925,ORB%
Courtney Lee,2009,-0.7769829934257729,0.21560894408263928,-0.9925919375084122,1.2345679012345678,ORB%
Craig Porter Jr.,2024,0.06559188938304121,-0.22967706412881245,0.29526895351185367,74.07407407407408,ORB%
D'Angelo Russell,2016,0.06055556972624698,-0.008624631228128694,0.06918020095437567,62.96296296296296,ORB%
Daequan Cook,2008,-0.488487545405989,0.21609096246213289,-0.7045785078681219,7.4074074074074066,ORB%
Damian Lillard,2013,-0.3566642125000754,-0.07621417212469418,-0.28045004037538124,36.62551440329218,ORB%
